"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"7XS2RYZB","journalArticle","2015","Brady, Laura M.; Kaiser, Cheryl R.; Major, Brenda; Kirby, Teri A.","It's fair for us: Diversity structures cause women to legitimize discrimination","JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","","0022-1031","10.1016/j.jesp.2014.11.010","","Three experiments tested the hypothesis that the mere presence (vs. absence) of diversity structures makes it more difficult for women to detect sexism. In Experiment 1, even when a company's hiring decisions disadvantaged women, women perceived the company as more procedurally just for women and were less supportive of sexism litigation when the company offered diversity training, compared to when it did not. In Experiment 2, women perceived a company as more procedurally just for women and as less likely to have engaged in sexism when the company offered diversity training, compared to when it did not. This effect was not moderated by women's endorsement of status legitimizing beliefs. In Experiment 3, women perceived a company as more procedurally just and less discriminatory when the company had been recognized for positive gender diversity practices compared to when it had not. Additionally, these effects were most pronounced among women who endorsed benevolent sexist beliefs and mitigated among those who rejected benevolent sexist beliefs. Together, these experiments demonstrate that diversity structures can make it difficult for women to detect and remedy discrimination, especially women who hold benevolent sexist beliefs. (C) 2014 Elsevier Inc. All rights reserved.","2015-03","2018-12-21 18:01:30","2018-12-21 18:01:30","","100-110","","","57","","","","","","","","","","English","","","","","","","","","","","Benevolent sexism; Discrimination; Diversity; Legitimacy; Procedural justice; Sexism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34BMIRA3","journalArticle","2015","Hafer, Carolyn L.; Rubel, Alicia N.","Long-term focus and prosocial-antisocial tendencies interact to predict belief in just world","PERSONALITY AND INDIVIDUAL DIFFERENCES","","0191-8869","10.1016/j.paid.2014.11.006","","According to justice motive theory, individuals need to believe that the world is a just place where people generally get what they deserve (Lerner, 1977). Individuals are thought to need belief in a just world (BJW) in part because it gives them the confidence required to invest in long-term goals. However, BJW can only provide confidence that individuals will reap the rewards of their investments if they invest in their goals through prosocial means (e.g., Hafer, 2000). The current study provides evidence for this argument. Specifically, we examined individual differences in BJW, long-term goal focus, and prosocial-antisocial tendencies to test the hypothesis that higher long-term focus would be associated with higher BJW, but only amongst those who are also high in prosocial (low in antisocial) tendencies. This hypothesis was tested four times using four measures of prosocial-antisocial tendencies. Simple slopes analyses revealed the predicted pattern of results for three of the four measures. Our findings (a) provide novel support for the idea that BJW aids in the prosocial pursuit of long-term goals, and (b) have implications for individual variation in BJW. (c) 2014 Elsevier Ltd. All rights reserved.","2015-03","2018-12-21 18:01:31","2018-12-21 18:01:31","","121-124","","","75","","","","","","","","","","English","","","","","","","","","","","Belief in a just world; Justice motive; Long-term goals; Prosocial behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5QUNSAE","journalArticle","2015","Black, Anne C.; McMahon, Thomas J.; Potenza, Marc N.; Fiellin, Lynn E.; Rosen, Marc I.","Gender moderates the relationship between impulsivity and sexual risk-taking in a cocaine-using psychiatric outpatient population","PERSONALITY AND INDIVIDUAL DIFFERENCES","","0191-8869","10.1016/j.paid.2014.11.035","","Adults who abuse substances are at increased risk for contracting sexually transmitted infections, including HIV. Within this population, sexual risk behaviors have been associated with increased impulsivity. Studies in non-clinical populations showing gender-related differences in sexual decision-making and casual sexual partnering suggest impulsivity has a greater influence on men than women, but these differences have not been documented in substance-using patients. In a sample of 89 adults with recent cocaine use and receiving outpatient psychiatric treatment, we tested the hypothesis that gender moderates the effect of impulsivity on sexual risk-taking. Using logistic regression modeling, we tested the main and gender-moderated effects of task-related impulsivity on the probability of having a casual sexual partner and multiple sexual partners. Results confirmed a significant gender-by-impulsivity interaction; men who were more impulsive on a continuous performance task had significantly higher rates of sexual risk-taking than less impulsive men, but women's impulsivity was unrelated to these outcomes. Impulsive men were over three times as likely as less impulsive men to have a recent casual partner. Implications of these results and suggestions for future research are discussed. Published by Elsevier Ltd.","2015-03","2018-12-21 18:01:32","2018-12-21 18:01:32","","190-194","","","75","","","","","","","","","","English","","","","","","","","","","","Cocaine; Gender; HIV; Impulsivity; Psychiatric; Risk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WREB69D4","journalArticle","2015","Freedman, David; Brown, Alan S.; Shen, Ling; Schaefer, Catherine A.","Perinatal oxytocin increases the risk of offspring bipolar disorder and childhood cognitive impairment","JOURNAL OF AFFECTIVE DISORDERS","","0165-0327","10.1016/j.jad.2014.10.052","","Background: We tested the hypothesis that perinatal oxytocin, given to pregnant women to induce labor, is related to offspring bipolar disorder (BP) and worse childhood cognitive performance among offspring. We also tested the association between childhood cognition and later BP. Methods: A population-based birth cohort derived from the Child Health and Development Study (CHDS) which included nearly all pregnant women receiving obstetric care horn the Kaiser Permanente Medical Care Plan, Northern California Region (KPNC) between 1959 and 1966. Prospectively obtained medical and offspring cognitive performance were used Potential cases with BP from the cohort were identified by database linkages. This protocol identified 94 cases who were matched 1:8 to controls. Results: Perinatal oxytocin was associated with a 24 times increased odds of later BP. Oxytocin was also associated with decreased performance on the Raven Matrices, but not on the Peabody Picture Vocabulary Test (PPVT). Childhood cognition was not associated with later BP. Limitations: Loss to follow-up must be considered in all birth cohort studies. In addition, the childhood cognitive battery did not include tests related to multiple domains of cognition which have been associated with later BR A third limitation is the modest sample size of those exposed to oxytocin. Conclusions: This study provides evidence for a potentially important perinatal risk factor for BP and cognitive impairment in childhood. While the association between perinatal oxytocin and offspring BP must be viewed cautiously until further studies can attempt to replicate the result, it lends support to the broader view that neurodevelopmental factors contribute to BP. (C) 2014 Elsevier B.V. All rights reserved.","2015-03-01","2018-12-21 18:01:32","2018-12-21 18:01:32","","65-72","","","173","","","","","","","","","","English","","","","","","","","","","","Bath cohort; Neurodevelopment; Oxytocin; Perinatal; PPVT; Raven Matrices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDMJMJR4","journalArticle","2015","Siegel, Paul; Gallagher, Kimberly Alyse","Delaying in vivo exposure to a tarantula with very brief exposure to phobic stimuli","JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY","","0005-7916","10.1016/j.jbtep.2014.10.005","","Background and objectives: Research has documented the very brief exposure (VBE) effect: the phobic fear by continuous presentation of masked phobic pictures. In prior studies, phobic participants approached a live tarantula immediately after the masked stimuli were presented. This study tested the hypothesis that VBE would reduce phobic avoidance of the tarantula 24 h later. Method: 86 spider-phobic participants were identified with a fear questionnaire and Behavioral Avoidance Test (BAT) with a live tarantula indicative of a DSM-IV diagnosis of Specific Phobia. One week later, they were randomly assigned in double-blind fashion to presentation of a continuous series of 25 trials of masked images of either spiders or flowers (33-ms each), i.e., to VBE or control exposure. The participants gave subjective distress ratings just before and after these exposures. Then they engaged in the BAT again either immediately thereafter or 24 h later to measure changes in avoidance of the tarantula. Results: Masked images of spiders reduced avoidance of the tarantula both immediately after exposure and 24 h later without causing subjective distress. The effect sizes at these two time points did not significantly differ from each other. Limitations: We did not manipulate awareness of the spider images by presenting them unmasked to a third group. Conclusions about the effect of awareness of the stimuli cannot be drawn. Conclusions: VBE induces a process of fear reduction before phobic individuals engage in in vivo exposure, which is more distressing. Thus, VBE may help phobic-resistant individuals start treatment more gradually. (C) 2014 Elsevier Ltd. All rights reserved.","2015-03","2018-12-21 18:01:33","2018-12-21 18:01:33","","182-188","","","46","","","","","","","","","","English","","","","","","","","","","","Brief stimuli; Exposure; Masking; Phobia; Unconscious","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y374ZYYZ","journalArticle","2015","Okun, Morris Alan; Berlin, Anna; Hanrahan, Jeanne; Lewis, James; Johnson, Kathryn","Reducing the grade disparities between American Indians and Euro-American students in introduction to psychology through small-group, peer-mentored, supplemental instruction","EDUCATIONAL PSYCHOLOGY","","0144-3410","10.1080/01443410.2013.849324","","Supplemental instruction (SI) is a small-group, peer-mentored programme which is compatible with the learning preferences of American Indian students. We tested the hypothesis that SI is a compensatory strategy that reduces the differences in the grades earned in introduction to psychology by Euro-American and American Indian students. The sample consisted of 129 American Indian students and 4588 Euro-American students enrolled in introduction to psychology at a US university. As hypothesised, a multi-level model yielded a significant (p<.01) interaction between SI and ethnicity on course grade. Whereas for non-SI users, the gap between Euro-American and American Indian students was .71 grade points, for SI users, it was only .15 grade points. Strategies should be devised for increasing SI visits by students enrolled in introduction to psychology, particularly those who belong to American Indian tribes.","2015-02-17","2018-12-21 18:01:34","2018-12-21 18:01:34","","176-191","","2","35","","","","","","","","","","English","","","","","","","","","","","American Indians; college students; course grades; supplemental instruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSE8HRXD","journalArticle","2015","Bogaerts, Louisa; Szmalec, Arnaud; Hachmann, Wibke M.; Page, Mike P. A.; Woumans, Evy; Duyck, Wouter","Increased susceptibility to proactive interference in adults with dyslexia?","MEMORY","","0965-8211","10.1080/09658211.2014.882957","","Recent findings show that people with dyslexia have an impairment in serial-order memory. Based on these findings, the present study aimed to test the hypothesis that people with dyslexia have difficulties dealing with proactive interference (PI) in recognition memory. A group of 25 adults with dyslexia and a group of matched controls were subjected to a 2-back recognition task, which required participants to indicate whether an item (mis)matched the item that had been presented 2 trials before. PI was elicited using lure trials in which the item matched the item in the 3-back position instead of the targeted 2-back position. Our results demonstrate that the introduction of lure trials affected 2-back recognition performance more severely in the dyslexic group than in the control group, suggesting greater difficulty in resisting PI in dyslexia.","2015-02-17","2018-12-21 18:01:35","2018-12-21 18:01:35","","268-277","","2","23","","","","","","","","","","English","","","","","","","","","","","Dyslexia; Proactive interference; Recollection; Serial-order processing; Working memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3EJ87IIZ","journalArticle","2015","Kirk, Ulrich; Montague, P. Read","Mindfulness meditation modulates reward prediction errors in a passive conditioning task","FRONTIERS IN PSYCHOLOGY","","1664-1078","10.3389/fpsyg.2015.00090","","Reinforcement learning models have demonstrated that phasic activity of dopamine neurons during reward expectation encodes information about the predictability of reward and cues that predict reward. Self-control strategies such as those practiced in mindfulnessbased approaches is claimed to reduce negative and positive reactions to stimuli suggesting the hypothesis that such training may influence basic reward processing. Using a passive conditioning task and fMRI in a group of experienced mindfulness meditators and agematched controls, we tested the hypothesis that mindfulness meditation influence reward and reward prediction error (PE) signals. We found diminished positive and negative PErelated blood-oxygen level-dependent (BOLD) responses in the putamen in meditators compared with controls. In the meditator group this decrease in striatal BOLD responses to reward PE was paralleled by increased activity in posterior insula, a primary interoceptive region. Critically, responses in the putamen during early trials of the conditioning procedure (run 1) were elevated in both meditators and controls. Overall, these results provide evidence that experienced mindfulness meditators are able to attenuate reward prediction signals to valenced stimuli, which may be related to interoceptive processes encoded in the posterior insula.","2015-02-12","2018-12-21 18:01:35","2018-12-21 18:01:35","","","","","6","","","","","","","","","","English","","","","","","","","","","","classical; conditioning; fMRI BOLD; interoceptive awareness; mindfulness; reward processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7J8V74V","journalArticle","2015","Fedorenko, Evelina; Hsieh, Po-Jang; Balewski, Zuzanna","A possible functional localiser for identifying brain regions sensitive to sentence-level prosody","LANGUAGE COGNITION AND NEUROSCIENCE","","2327-3798","10.1080/01690965.2013.861917","","Investigations of how we produce and perceive prosodic patterns are not only interesting in their own right but can inform fundamental questions in language research. We here argue that functional magnetic resonance imaging (fMRI) in general - and the functional localisation approach in particular - has the potential to help address open research questions in prosody research and at the intersection of prosody and other domains. Critically, this approach can go beyond questions like `where in the brain does mental process x produce activation' and towards questions that probe the nature of the representations and computations that subserve different mental abilities. We describe one way to functionally define regions sensitive to sentence-level prosody in individual subjects. This or similar `localiser' contrasts can be used in future studies to test the hypotheses about the precise contributions of prosody-sensitive brain regions to prosodic processing and cognition more broadly","2015-02-07","2018-12-21 18:01:36","2018-12-21 18:01:36","","120-148","","1-2, SI","30","","","","","","","","","","English","","","","","","","","","","","fMRI; intonation; prosody","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JK82ENS","journalArticle","2015","Plak, Rachel D.; Kegel, Cornelia A. T.; Bus, Adriana G.","Genetic differential susceptibility in literacy-delayed children: A randomized controlled trial on emergent literacy in kindergarten","DEVELOPMENT AND PSYCHOPATHOLOGY","","0954-5794","10.1017/S0954579414001308","","In this randomized controlled trial, 508 5-year-old kindergarten children participated, of whom 257 were delayed in literacy skills because they belonged to the lowest quartile of a national standard literacy test. We tested the hypothesis that some children are more susceptible to school-entry educational interventions than their peers due to their genetic makeup, and thus whether the dopamine receptor D4 gene moderated intervention effects. Children were randomly assigned to a control condition or one of two interventions involving computer programs tailored to the literacy needs of delayed pupils: Living Letters for alphabetic knowledge and Living Books for text comprehension. Effects of Living Books met the criteria of differential susceptibility. For carriers of the dopamine receptor D4 gene seven-repeat allele (about one-third of the delayed group), the Living Books program was an important addition to the common core curriculum in kindergarten (effect size d = 0.56), whereas the program did not affect the other children (d = -0.09). The same seven-repeat carriers benefited more from Living Letters than did the noncarriers, as reflected in effect sizes of 0.63 and 0.34, respectively, although such differences did not fulfill the statistical criteria for differential susceptibility. The implications of differential susceptibility for education and regarding the crucial question “what works for whom?” are discussed.","2015-02","2018-12-21 18:01:37","2018-12-21 18:01:37","","69-79","","1, SI","27","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6X9UDCZU","journalArticle","2015","Letzring, Tera D.","Observer judgmental accuracy of personality: Benefits related to being a good (normative) judge","JOURNAL OF RESEARCH IN PERSONALITY","","0092-6566","10.1016/j.jrp.2014.05.001","","The current study tested the hypothesis that accuracy of personality judgment would be positively related to beneficial life outcomes. 189 participants observed targets across 5 dyadic interactions and made judgments of the 10 targets on the Big Five traits. Self and acquaintance ratings were used as the accuracy criteria. Normative accuracy for all traits was related to agreeableness, and normative accuracy for some traits was positively related to interpersonal control, interpersonal support, positive affect, and life satisfaction. Distinctive accuracy was not related to beneficial outcomes. These results imply that normative accuracy based on observation is associated with beneficial outcomes, whereas distinctive accuracy is not. (C) 2014 Elsevier Inc. All rights reserved.","2015-02","2018-12-21 18:01:37","2018-12-21 18:01:37","","51-60","","R","54","","","","","","","","","","English","","","","","","","","","","","Accuracy of personality judgment; Big Five traits; Distinctive accuracy; Interpersonal control; Interpersonal support; Normative accuracy; Positive affect; Satisfaction with life; Social Accuracy Model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YHJSQKWV","journalArticle","2015","Main, Penelope A. E.; Thomas, Philip; Angley, Manya T.; Young, Robyn; Esterman, Adrian; King, Catherine E.; Fenech, Michael F.","Lack of Evidence for Genomic Instability in Autistic Children as Measured by the Cytokinesis-Block Micronucleus Cytome Assay","AUTISM RESEARCH","","1939-3792","10.1002/aur.1428","","Autism spectrum disorders are a set of neurodevelopmental disorders that are highly hereditable. Increased genomic instability has been observed in other heritable paediatric neurobiological disorders; therefore, the aim of our study was to test the hypothesis that DNA damage is increased in children with autism and that B vitamin status may explain variations in genome integrity between autistic and normal children. We compared 35 children with autism, 27 of their siblings without autism and 25 age- and gender-matched community controls for genomic stability using the cytokinesis-block micronucleus cytome (CBMN-cyt) assay, B vitamins and homocysteine, as well as autism-related behaviours. It was found that there were no differences in CBMN-cyt biomarkers between the three groups. Vitamin B2 was significantly raised in children with autism and their siblings compared with controls (P=0.027 and P=0.016 respectively) but there was no difference in other B vitamins or homocysteine. In conclusion, although replication using a larger cohort is needed, it appears unlikely that genomic instability is a feature of the aetiology of autism. We cannot rule out in utero effects or other types of DNA damage not measured by the CBMN-cyt assay. Autism Res2015, 8: 94-104. (c) 2014 International Society for Autism Research, Wiley Periodicals, Inc.","2015-02","2018-12-21 18:01:38","2018-12-21 18:01:38","","94-104","","1","8","","","","","","","","","","English","","","","","","","","","","","autism; B vitamins; behaviour; DNA damage; genomic instability; riboflavin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4F6T5HB9","journalArticle","2015","Jefferies, Lisa N.; Di Lollo, Vincent","When can spatial attention be deployed in the form of an annulus?","ATTENTION PERCEPTION & PSYCHOPHYSICS","","1943-3921","10.3758/s13414-014-0790-4","","Can spatial attention be deployed as an annulus? Some studies have answered this question in the positive, others in the negative. We tested the hypothesis that annular deployment depends on the presence of a suitable structural framework to which attention can be anchored. To this end, we added a structural framework to the displays of a study that failed to find an annular distribution of attention. The targets were displayed in an annular region around a central stream of task-irrelevant distractors which captured attention and impaired target identification. This design was replicated in our No-Anchors condition. In the Anchors condition in Experiments 1 and 2, a square outline was displayed at each of the four possible target locations. Consistent with the idea that attention can be deployed as an annulus only when a visual framework is present, the targets were identified more accurately (Experiment 1) and more rapidly (Experiment 2) when anchors were present than when they were absent. The number of anchors was increased to eight in Experiment 3. In Experiment 4 the central stream was omitted to verify that the enhanced performance did not arise from intrinsic properties of the anchors themselves. In Experiment 5, targets were presented in a blank annular region delimited by two concentric circles, thus obviating the possibility that attention was deployed as four or eight separate foci in Experiments 2 and 3, respectively.","2015-02","2018-12-21 18:01:38","2018-12-21 18:01:38","","413-422","","2","77","","","","","","","","","","English","","","","","","","","","","","Attention: selective; Attention: space-based; Attentional blink","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6QC36XJF","journalArticle","2015","Isaac, Linda; Main, Keith L.; Soman, Salil; Gotlib, Ian H.; Furst, Ansgar J.; Kinoshita, Lisa M.; Fairchild, J. Kaci; Yesavage, Jerome A.; Ashford, J. Wesson; Bayley, Peter J.; Adamson, Maheen M.","The impact of depression on Veterans with PTSD and traumatic brain injury: A diffusion tensor imaging study","BIOLOGICAL PSYCHOLOGY","","0301-0511","10.1016/j.biopsycho.2014.12.011","","A significant proportion of military personnel deployed in support of Operation Enduring Freedom and Operation Iraqi Freedom were exposed to war-zone events associated with traumatic brain injury (TBI), depression (DEP) and posttraumatic stress disorder (PTSD). The co-occurrence of TBI, PTSD and DEP in returning Veterans has recently increased research and clinical interest. This study tested the hypothesis that white matter abnormalities are further impacted by depression. Of particular relevance is the uncinate fasciculus (UF), which is a key fronto-temporal tract involved in mood regulation, and the cingulum; a tract that connects to the hippocampus involved in memory integration. Diffusion tensor imaging (DTI) was performed on 25 patients with a combination of PTSD, TBI and DEP and 20 patients with PTSD and TBI (no DEP). Microstructural changes of white matter were found in the cingulum and UF. Fractional anisotropy (FA) was lower in Veterans with DEP compared to those without DEP. Published by Elsevier B.V.","2015-02","2018-12-21 18:01:39","2018-12-21 18:01:39","","20-28","","","105","","","","","","","","","","English","","","","","","","","","","","Depression; DTI; Emotion; PTSD; TBI; Veterans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FD7UJA3","journalArticle","2015","Freeman, Scott M.; Alvernaz, Dominic; Tonnesen, Alexandra; Linderman, David; Aron, Adam R.","Suppressing a motivationally-triggered action tendency engages a response control mechanism that prevents future provocation","NEUROPSYCHOLOGIA","","0028-3932","10.1016/j.neuropsychologia.2015.01.016","","Reward-predicting stimuli can induce maladaptive behavior by provoking action tendencies that conflict with long-term goals. Earlier, we showed that when human participants were permitted to respond for a reward in the presence of a task-irrelevant, reward-predicting stimulus (i.e. goCS+ trials), the CS+ provoked an action tendency to respond compared to when a non-rewarding CS- stimulus was present (i.e. goCS- trials). However, when participants were not permitted to respond, response suppression was recruited to mitigate the action tendency that was triggered by the motivating CS+ stimulus (i.e. on nogoCS+ trials) (Freeman et al., 2014). Here we tested the hypothesis that repeated response suppression over a motivationally-triggered action tendency would reduce subsequent CS+ provocation. We compared groups of participants who had different proportions of nogoCS+ trials, and we measured CS+ provocation on go trials via reaction time. Our results showed that CS+ provocation on go trials was reduced monotonically as the proportion of nogoCS+ trials increased. Further analysis showed that these group differences were best explained by reduced provocation on goCS+ trials that followed nogoCS+ (compared to nogoCS-) trials. Follow-up experiments using a neurophysiological index of motor activity replicated these effects and also suggested that, following nogoCS+ trials, a response suppression mechanism was in place to help prevent subsequent CS+ provocation. Thus, our results show that performing response suppression in the face of a motivating stimulus not only controls responding at that time, but also prevents provocation in the near future. (C) 2015 Elsevier Ltd. All rights reserved.","2015-02","2018-12-21 18:01:40","2018-12-21 18:01:40","","218-231","","","68","","","","","","","","","","English","","","","","","","","","","","Cognitive control; Conflict adaptation; Motivation; Pavlovian-to-instrumental transfer; Transcranial magnetic stimulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYDFCA6A","journalArticle","2015","Ma, Ze-Wei; Zeng, Wei-Nan; Ye, Kai-Yin","GENDER DIFFERENCES IN CHINESE ADOLESCENTS' SUBJECTIVE WELL-BEING: THE MEDIATING ROLE OF SELF-EFFICACY","PSYCHOLOGICAL REPORTS","","0033-2941","10.2466/17.07.PR0.116k15w2","","Although gender diff erences in self-effi cacy and subjective wellbeing have been reported in previous studies, little published research has investigated the interrelationships between these variables in adolescents. 648 Chinese adolescents were administered a series of questionnaires to test the hypothesis that self-effi cacy mediates the relationship between gender and subjective well-being. The results indicated that adolescent girls had lower general self-effi cacy than adolescent boys, which explained girls' lower subjective well-being. The theoretical and practical implications may help parents and educators to strengthen adolescents' happiness.","2015-02","2018-12-21 18:01:41","2018-12-21 18:01:41","","311-321","","1","116","","","","","","","","","","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6DNYPBJ","journalArticle","2015","Metin, Baris; Krebs, Ruth M.; Wiersema, Jan R.; Verguts, Tom; Gasthuys, Roos; van der Meere, Jacob J.; Achten, Eric; Roeyers, Herbert; Sonuga-Barke, Edmund","Dysfunctional Modulation of Default Mode Network Activity in Attention-Deficit/Hyperactivity Disorder","JOURNAL OF ABNORMAL PSYCHOLOGY","","0021-843X","10.1037/abn0000013","","The state regulation deficit model posits that individuals with attention-deficit/hyperactivity disorder (ADHD) have difficulty applying mental effort effectively under suboptimal conditions such as very fast and very slow event rates (ERs). ADHD is also associated with diminished suppression of default mode network (DMN) activity and related performance deficits on tasks requiring effortful engagement. The current study builds on these 2 literatures to test the hypothesis that failure to modulate DMN activity in ADHD might be especially pronounced at ER extremes. Nineteen adults with ADHD and 20 individuals without any neuropsychiatric condition successfully completed a simple target detection task under 3 ER conditions (2-, 4-, and 8-s interstimulus intervals) inside the scanner. Task-related DMN deactivations were compared between 2 groups. There was a differential effect of ER on DMN activity for individuals with ADHD compared to controls. Individuals with ADHD displayed excessive DMN activity at the fast and slow, but not at the moderate ER. The results indicate that DMN attenuation in ADHD is disrupted in suboptimal energetic states where additional effort is required to optimize task engagement. DMN dysregulation may be an important element of the neurobiological underpinnings of state regulation deficits in ADHD.","2015-02","2018-12-21 18:01:41","2018-12-21 18:01:41","","208-214","","1","124","","","","","","","","","","English","","","","","","","","","","","ADHD; default mode network; event rate; fMRI; state regulation deficit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SL3DL9VE","journalArticle","2015","Schleider, Jessica L.; Ginsburg, Golda S.; Keeton, Courtney P.; Weisz, John R.; Birmaher, Boris; Kendall, Phillip C.; Piacentini, John; Sherrill, Joel; Walkup, John T.","Parental Psychopathology and Treatment Outcome for Anxious Youth: Roles of Family Functioning and Caregiver Strain","JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY","","0022-006X","10.1037/a0037935","","Objective: Research has examined the effects of parental psychopathology, family functioning, and caregiver strain on treatment response in anxious youths. Although these variables have shown individual links to youth treatment response, theoretical models for their combined effects remain unexplored. This study tested the hypothesis that improvements in family functioning and reductions in caregiver strain explained the effects of parental psychopathology on youth treatment outcome in an anxiety treatment trial. Method: A multiple mediation technique was used to test the proposed model across independent evaluator (IE), parent, and youth informants in 488 youths, aged 7-17 years (50% female; mean age = 10.7) meeting Diagnostic and Statistical Manual of Mental Disorders criteria for social phobia, separation anxiety, and/or generalized anxiety disorder. Youths were randomized to receive 12 weeks of cognitive-behavioral treatment (Coping Cat), medication (sertraline), their combination, or a pill placebo. At pre- and posttreatment, parents completed self-report measures of global psychopathology symptoms, family functioning, and caregiver strain; parents, youths, and IEs rated youths' anxiety symptom severity. Results: Changes in family functioning and caregiver strain jointly explained relations between parental psychopathology and reductions in youth anxiety. Specifically, across IE and parent informants, families with higher pretreatment parental psychopathology showed more improvement in family functioning and caregiver strain, which in turn predicted greater youth anxiety reductions. Further, higher pretreatment parental psychopathology predicted greater caregiver strain reductions and, in turn, greater youth anxiety reductions, based on youths' reports of their own anxiety. Conclusions: Findings suggest that improvements in family functioning and reductions in caregiver strain can influence treatment outcomes for anxious youths, especially among youths with more distressed parents.","2015-02","2018-12-21 18:01:42","2018-12-21 18:01:42","","213-224","","1","83","","","","","","","","","","English","","","","","","","","","","","family functioning; mediation; parental psychopathology; youth anxiety treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4LHP86D","journalArticle","2015","van Lamsweerde, Amanda E.; Beck, Melissa R.; Elliott, Emily M.","Retrieval from long-term memory reduces working memory representations for visual features and their bindings","MEMORY & COGNITION","","0090-502X","10.3758/s13421-014-0468-0","","The ability to remember feature bindings is an important measure of the ability to maintain objects in working memory (WM). In this study, we investigated whether both object- and feature-based representations are maintained in WM. Specifically, we tested the hypotheses that retaining a greater number of feature representations (i.e., both as individual features and bound representations) results in a more robust representation of individual features than of feature bindings, and that retrieving information from long-term memory (LTM) into WM would cause a greater disruption to feature bindings. In four experiments, we examined the effects of retrieving a word from LTM on shape and color-shape binding change detection performance. We found that binding changes were more difficult to detect than individual-feature changes overall, but that the cost of retrieving a word from LTM was the same for both individual-feature and binding changes.","2015-02","2018-12-21 18:01:42","2018-12-21 18:01:42","","237-246","","2","43","","","","","","","","","","English","","","","","","","","","","","Binding; Features; Objects; Short-term memory; Working memory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
