Discipline,RR,comment,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
Psychology,no,"The review process for this special issue was results-blind, i.e. papers didn't have to be RRs in a strict sense. Update from the editors on 8th April 2019: This paper cannot be treated as an RR with certainty.",FS4CPMLJ,journalArticle,2016,"Chandler, Jesse",Likeableness and meaningfulness ratings of 555 (+487) person-descriptive words,Journal of Research in Personality,,926566,10.1016/j.jrp.2016.07.005,http://linkinghub.elsevier.com/retrieve/pii/S0092656616300848,,03/08/2016,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 19:59,50-57,,,72,,,,,,,,,,en,,,,,CrossRef,,2,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Replication Report (https://www.sciencedirect.com/science/article/pii/S0092656617301113#b9005)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,no,"This journal changed their 'Registered Replication Reports' section to a proper RR section. The previous version was *not* restricted to actual RRs but included simple preregistered studies. Checking both papers that had been published in the section before the switch (Samur et al., 2017 & Tibboel, 2017) led to the conclusion that they were preregistered, but not RRs.",6NAS2MTJ,journalArticle,2017,"Tibboel, Helen",Mood effects on attentional control: a preregistered replication study and critical analysis,Cognition and Emotion,,"0269-9931, 1464-0600",10.1080/02699931.2017.1292217,https://www.tandfonline.com/doi/full/10.1080/02699931.2017.1292217,,20/02/2017,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 16:14,145-157,,1,32,,,Mood effects on attentional control,,,,,,,en,,,,,CrossRef,,2,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Replication Report (<a href=""https://www.tandfonline.com/doi/full/10.1080/02699931.2018.1418197"">https://www.tandfonline.com/doi/full/10.1080/02699931.2018.1418197</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,no,The paper says that the study was intended to 'mimic' a multisite registered replication report but did not undergo Stage-1 review at the journal as a 'real' RR would,9TYE95BR,journalArticle,2018,"Morgan?Short, Kara; Marsden, Emma; Heil, Jeanne; Ii, Bernard I. Issa; Leow, Ronald P.; Mikhaylova, Anna; Miko?ajczak, Sylwia; Moreno, Nina; Slabakova, Roumyana; Szudarski, Pawe?",Multisite Replication in Second Language Acquisition Research: Attention to Form During Listening and Reading Comprehension,Language Learning,,1467-9922,10/gdkx4d,https://onlinelibrary.wiley.com/doi/abs/10.1111/lang.12292,"We conducted a multisite replication study with aspects of preregistration in order to explore the feasibility of such an approach in second language (L2) research. To this end, we addressed open questions in a line of research that has examined whether having learners attend to form while reading or listening to a L2 passage interferes with comprehension. Our results are consistent with findings from the specific paradigm that we replicated in that no effects on comprehension were detected in analyses conducted over all sites. However, further investigation is warranted due to site-specific effects and methodological limitations. We found all aspects of the multisite registered replication approach to be useful although the registration component itself appeared to be an especially feasible and valuable first step toward increasing the robustness and generalizability of findings in our field.",2018-06,25/11/2018 17:58,25/11/2018 17:58,04/06/2018 13:22,392-437,,2,68,,,Multisite Replication in Second Language Acquisition Research,,,,,,,en,"© 2017 The Authors. Language Learning published by Wiley Periodicals, Inc. on behalf          of Language Learning Research Club, University of Michigan",,,,Wiley Online Library,,0,,,,,replication; preregistration; second language acquisition; attention; multisite study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,no,Note 1 says that this project was begun as part of the RP:P but data collection wasn't finished in time to be included there. Thus it cannot be a real RR (in the sense of having been accepted at Psych Science before data collection started),RWT3ISPR,journalArticle,2017,"Lumian, Daniel S.; McRae, Kateri",Preregistered Replication of “Affective Flexibility: Evaluative Processing Goals Shape Amygdala Activity”,Psychological Science,,"0956-7976, 1467-9280",10.1177/0956797617719730,http://journals.sagepub.com/doi/10.1177/0956797617719730,,09/08/2017,25/11/2018 17:58,25/11/2018 17:58,,1193-1200,,,,,,Preregistered Replication of “Affective Flexibility,,,,,,,en,,,,,CrossRef,,,"<p>Not labeled as a Registered Report in the article, but this editorial states this is a Preregistered Direct Replication Report (http://journals.sagepub.com/doi/full/10.1177/0956797617718802)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,unclear,"The review process for this special issue was results-blind, i.e. papers didn't have to be RRs in a strict sense. Update from the editors on 8th April 2019: This paper used pre-existing data but authors claimed they hadn't run the analyses yet, and review was results-blind. I.e. not an RR in the strictest sense, but perhaps in a more liberal sense, depending on criteria.",FKLTTNHR,journalArticle,2016,"Wardecker, Britney M.; Chopik, William J.; LaBelle, Onawa P.; Edelstein, Robin S.",Is narcissism associated with baseline cortisol in men and women?,Journal of Research in Personality,,926566,10.1016/j.jrp.2016.07.006,http://linkinghub.elsevier.com/retrieve/pii/S0092656616300861,,03/08/2016,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 19:58,44-49,,,72,,,,,,,,,,en,,,,,CrossRef,,1,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Replication Report (https://www.sciencedirect.com/science/article/pii/S0092656617301113#b9005)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,unclear,"The review process for this special issue was results-blind, i.e. papers didn't have to be RRs in a strict sense. Update from the editors on 8th April 2019: This paper used pre-existing data but authors claimed they hadn't run the analyses yet, and review was results-blind. I.e. not an RR in the strictest sense, but perhaps in a more liberal sense, depending on criteria.",SFVMTV5A,journalArticle,2016,"Magee, Carly; Buchtel, Emma E.; Human, Lauren J.; Murray, Damian R.; Biesanz, Jeremy C.",Is personality variability associated with adjustment?,Journal of Research in Personality,,926566,10.1016/j.jrp.2016.08.005,http://linkinghub.elsevier.com/retrieve/pii/S0092656616301015,,21/08/2016,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 19:58,22-43,,,72,,,,,,,,,,en,,,,,CrossRef,,,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Replication Report (https://www.sciencedirect.com/science/article/pii/S0092656617301113#b9005)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,unclear,"The review process for this special issue was results-blind, i.e. papers didn't have to be RRs in a strict sense. Update from the editors on 8th April 2019: This paper used pre-existing data but authors claimed they hadn't run the analyses yet, and review was results-blind. I.e. not an RR in the strictest sense, but perhaps in a more liberal sense, depending on criteria.",EMEH6V28,journalArticle,2016,"Allen, Mark S.; Vella, Stewart A.; Swann, Christian; Laborde, Sylvain",Personality and the subjective experience of body mass in Australian adults,Journal of Research in Personality,,926566,10.1016/j.jrp.2016.05.003,http://linkinghub.elsevier.com/retrieve/pii/S0092656616300381,,06/05/2016,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 20:01,73-79,,,72,,,,,,,,,,en,,,,,CrossRef,,4,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Replication Report (https://www.sciencedirect.com/science/article/pii/S0092656617301113#b9005)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,unclear,I can't find any indication that this is an RR other than the very long time from submission to publication.,EYQUTK2Y,journalArticle,2018,"South, Susan C.; Jarnecke, Amber M.; Vize, Colin E.",Sex Differences in the Big Five Model Personality Traits: A Behavior Genetics Exploration,Journal of Research in Personality,,926566,10.1016/j.jrp.2018.03.002,http://linkinghub.elsevier.com/retrieve/pii/S0092656618300321,,22/03/2018,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 20:24,,,,,,,Sex Differences in the Big Five Model Personality Traits,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,unclear,"The review process for this special issue was results-blind, i.e. papers didn't have to be RRs in a strict sense. Update from the editors on 8th April 2019: This paper used pre-existing data but authors claimed they hadn't run the analyses yet, and review was results-blind. I.e. not an RR in the strictest sense, but perhaps in a more liberal sense, depending on criteria.",K263VB5S,journalArticle,2018,"Elleman, Lorien G.; Condon, David M.; Russin, Sarah E.; Revelle, William",The personality of U.S. states: Stability from 1999 to 2015,Journal of Research in Personality,,926566,10.1016/j.jrp.2016.06.022,http://linkinghub.elsevier.com/retrieve/pii/S009265661630071X,,02/02/2018,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 20:00,64-72,,,72,,,The personality of U.S. states,,,,,,,en,,,,,CrossRef,,0,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Replication Report (https://www.sciencedirect.com/science/article/pii/S0092656617301113#b9005)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,KD9NZEML,journalArticle,2017,"Breuer, Johannes; Velez, John; Bowman, Nicholas; Wulf, Tim; Bente, Gary","“Drive the Lane; Together, Hard!”: An Examination of the Effects of Supportive Coplaying and Task Difficulty on Prosocial Behavior",Journal of Media Psychology,,"1864-1105, 2151-2388",10.1027/1864-1105/a000209,http://econtent.hogrefe.com/doi/10.1027/1864-1105/a000209,,21/03/2017,25/11/2018 17:58,25/11/2018 17:58,25/03/2017 23:14,31-41,,1,29,,,"“Drive the Lane; Together, Hard!”",,,,,,,en,,,,,CrossRef,,,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (https://econtent.hogrefe.com/doi/abs/10.1027/1864-1105/a000212)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,AMCDQFT9,journalArticle,2018,"Tipples, Jason; Pecchinenda, Anna",A closer look at the size of the gaze-liking effect: a preregistered replication,Cognition and Emotion,,0269-9931,10.1080/02699931.2018.1468732,https://doi.org/10.1080/02699931.2018.1468732,"This study is a direct replication of gaze-liking effect using the same design, stimuli and procedure. The gaze-liking effect describes the tendency for people to rate objects as more likeable when they have recently seen a person repeatedly gaze toward rather than away from the object. However, as subsequent studies show considerable variability in the size of this effect, we sampled a larger number of participants (N = 98) than the original study (N = 24) to gain a more precise estimate of the gaze-liking effect size. Our results indicate a much smaller standardised effect size (dz = 0.02) than that of the original study (dz = 0.94). Our smaller effect size was not due to general insensitivity to eye-gaze effects because the same sample showed a clear (dz = 1.09) gaze-cuing effect – faster reaction times when eyes looked toward vs away from target objects. We discuss the implications of our findings for future studies wishing to study the gaze-liking effect.",30/04/2018,25/11/2018 17:58,25/11/2018 17:58,08/05/2018 14:52,01-Jul,,0,0,,,A closer look at the size of the gaze-liking effect,,,,,,,,https://osf.io/krcze/,,,,Taylor and Francis+NEJM,,00000  PMID: 29708472,<p>Stage 1: https://osf.io/krcze/</p>,,,,attention; implicit learning; Eye gaze; object preference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,PVA3DE49,journalArticle,2016,"Hagger, M. S.; Chatzisarantis, N. L. D.; Alberts, H.; Anggono, C. O.; Batailler, C.; Birt, A. R.; Brand, R.; Brandt, M. J.; Brewer, G.; Bruyneel, S.; Calvillo, D. P.; Campbell, W. K.; Cannon, P. R.; Carlucci, M.; Carruth, N. P.; Cheung, T.; Crowell, A.; De Ridder, D. T. D.; Dewitte, S.; Elson, M.; Evans, J. R.; Fay, B. A.; Fennis, B. M.; Finley, A.; Francis, Z.; Heise, E.; Hoemann, H.; Inzlicht, M.; Koole, S. L.; Koppel, L.; Kroese, F.; Lange, F.; Lau, K.; Lynch, B. P.; Martijn, C.; Merckelbach, H.; Mills, N. V.; Michirev, A.; Miyake, A.; Mosser, A. E.; Muise, M.; Muller, D.; Muzi, M.; Nalis, D.; Nurwanti, R.; Otgaar, H.; Philipp, M. C.; Primoceri, P.; Rentzsch, K.; Ringos, L.; Schlinkert, C.; Schmeichel, B. J.; Schoch, S. F.; Schrama, M.; Schütz, A.; Stamos, A.; Tinghög, G.; Ullrich, J.; vanDellen, M.; Wimbarti, S.; Wolff, W.; Yusainy, C.; Zerhouni, O.; Zwienenberg, M.",A Multilab Preregistered Replication of the Ego-Depletion Effect,Perspectives on Psychological Science,,"1745-6916, 1745-6924",10.1177/1745691616652873,http://journals.sagepub.com/doi/10.1177/1745691616652873,,29/07/2016,25/11/2018 17:58,11/03/2019 14:35,03/04/2018 15:17,546-573,,4,11,,,,,,,,,,en,,,,,CrossRef,,,,,,RRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,95LY263Y,journalArticle,2014,"Gibson, Carolyn E.; Losee, Joy; Vitiello, Christine","A Replication Attempt of Stereotype Susceptibility (Shih, Pittinsky, & Ambady, 1999): Identity Salience and Shifts in Quantitative Performance",Social Psychology,,"1864-9335, 2151-2590",10.1027/1864-9335/a000184,http://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000184,,01/01/2014,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:38,194-198,,3,45,,,"A Replication Attempt of Stereotype Susceptibility (Shih, Pittinsky, & Ambady, 1999)",,,,,,,en,,,,,CrossRef,,32,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192"">https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,YGNM78PM,journalArticle,2014,"Moon, Alice; Roeder, Scott S.","A Secondary Replication Attempt of Stereotype Susceptibility (Shih, Pittinsky, & Ambady, 1999)",Social Psychology,,"1864-9335, 2151-2590",10.1027/1864-9335/a000193,http://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000193,,01/01/2014,25/11/2018 17:58,06/11/2019 13:58,,199-201,,3,45,,,,,,,,,,en,,,,,CrossRef,,Citation Key: moon_secondary_2014,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192"">https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,J7B2HSFR,journalArticle,2017,"Dutilh, Gilles; Vandekerckhove, Joachim; Ly, Alexander; Matzke, Dora; Pedroni, Andreas; Frey, Renato; Rieskamp, Jörg; Wagenmakers, Eric-Jan",A test of the diffusion model explanation for the worst performance rule using preregistration and blinding,"Attention, Perception, & Psychophysics",,"1943-3921, 1943-393X",10.3758/s13414-017-1304-y,http://link.springer.com/10.3758/s13414-017-1304-y,,23/02/2017,25/11/2018 17:58,25/11/2018 17:58,28/02/2017 22:17,713-725,,,,,,,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,We excluded this paper from our data analysis in winter 2018/2019 because we were not sufficiently sure if it was a Registered Report at the time. The paper was checked again in summer 2019 and clearly identified as a Registered Report. It is not completely clear what caused the initial confusion -- a possible explanation is that JMIR changed the description and/or style of their badges from an earlier version that was not clearly codeable for us.,HGZ25GPI,journalArticle,2018,"Thirumalai, Mohanraj; Kirkland, William B.; Misko, Samuel R.; Padalabalanarayanan, Sangeetha; Malone, Laurie A.",Adapting the Wii Fit Balance Board to Enable Active Video Game Play by Wheelchair Users: User-Centered Design and Usability Evaluation,JMIR Rehabilitation and Assistive Technologies,,,10.2196/rehab.8003,https://rehab.jmir.org/2018/1/e2/,"Background: Active video game (AVG) playing, also known as “exergaming,” is increasingly employed to promote physical activity across all age groups. The Wii Fit Balance Board is a popular gaming controller for AVGs and is used in a variety of settings. However, the commercial off-the-shelf (OTS) design poses several limitations. It is inaccessible to wheelchair users, does not support the use of stabilization assistive devices, and requires the ability to shift the center of balance (COB) in all directions to fully engage in game play. Objective: The aim of this study was to design an adapted version of the Wii Fit Balance Board to overcome the identified limitations and to evaluate the usability of the newly designed adapted Wii Fit Balance Board in persons with mobility impairments. Methods: In a previous study, 16 participants tried the OTS version of the Wii Fit Balance Board. On the basis of observed limitations, a team of engineers developed and adapted the design of the Wii Fit Balance Board, which was then subjected to multiple iterations of user feedback and design tweaks. On design completion, we recruited a new pool of participants with mobility impairments for a larger study. During their first visit, we assessed lower-extremity function using selected mobility tasks from the International Classification of Functioning, Disability and Health. During a subsequent session, participants played 2 sets of games on both the OTS and adapted versions of the Wii Fit Balance Board. Order of controller version played first was randomized. After participants played each version, we administered the System Usability Scale (SUS) to examine the participants’ perceived usability. Results: The adapted version of the Wii Fit Balance Board resulting from the user-centered design approach met the needs of a variety of users. The adapted controller (1) allowed manual wheelchair users to engage in game play, which was previously not possible; (2) included Americans with Disabilities Act-compliant handrails as part of the controller, enabling stable and safe game play; and (3) included a sensitivity control feature, allowing users to fine-tune the controller to match the users’ range of COB motion. More than half the sample could not use the OTS version of the Wii Fit Balance Board, while all participants were able to use the adapted version. All participants rated the adapted Wii Fit Balance Board at a minimum as “good,” while those who could not use the OTS Wii Fit Balance Board rated the adapted Wii Fit Balance Board as “excellent.” We found a significant negative correlation between lower-extremity function and differences between OTS and adapted SUS scores, indicating that as lower-extremity function decreased, participants perceived the adapted Wii Fit Balance Board as more usable. Conclusions: This study demonstrated a successful adaptation of a widely used AVG controller. The adapted controller’s potential to increase physical activity levels among people with mobility impairments will be evaluated in a subsequent trial. Trial Registration: ClinicalTrials.gov NCT02994199; https://clinicaltrials.gov/ct2/show/NCT02994199 (Archived by WebCite at http://www.webcitation.org/6xWTyiJWf)  [JMIR Rehabil Assist Technol 2018;5(1):e2]",2018,25/11/2018 17:58,25/11/2018 17:58,02/11/2018 16:33,e2,,1,5,,,Adapting the Wii Fit Balance Board to Enable Active Video Game Play by Wheelchair Users,,,,,,,en,"Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (",,,,rehab.jmir.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,822ZVEV5,journalArticle,2018,"Brindley, Samantha; McDonald, Melissa M.; Welling, Lisa L. M.; Zeigler-Hill, Virgil",An evolutionary perspective on intergroup dating bias,Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2018.1436939,https://www.tandfonline.com/doi/full/10.1080/23743603.2018.1436939,,16/02/2018,25/11/2018 17:58,25/11/2018 17:58,03/04/2018 14:45,Jan-28,,,,,,,,,,,,,en,,,,,CrossRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,We excluded this paper from our data analysis in winter 2018/2019 because we were not sufficiently sure if it was a Registered Report at the time. The paper was checked again in summer 2019 and clearly identified as a Registered Report. It is not completely clear what caused the initial confusion -- a possible explanation is that JMIR changed the description and/or style of their badges from an earlier version that was not clearly codeable for us.,C77BVZDA,journalArticle,2013,"Bolier, Linda; Haverman, Merel; Kramer, Jeannet; Westerhof, Gerben J.; Riper, Heleen; Walburg, Jan A.; Boon, Brigitte; Bohlmeijer, Ernst",An Internet-Based Intervention to Promote Mental Fitness for Mildly Depressed Adults: Randomized Controlled Trial,Journal of Medical Internet Research,,,10.2196/jmir.2603,https://www.jmir.org/2013/9/e200/,"Background: Depression is a worldwide problem warranting global solutions to tackle it. Enhancing well-being has benefits in its own right and could be a good strategy for preventing depression. Providing well-being interventions via the Internet may have synergetic effects. Objective: Psyfit (&#8220;mental fitness online&#8221;) is a fully automated self-help intervention to improve well-being based on positive psychology. This study examines the clinical effects of this intervention. Methods: We conducted a 2-armed randomized controlled trial that compared the effects of access to Psyfit for 2 months (n=143) to a waiting-list control condition (n=141). Mild to moderately depressed adults in the general population seeking self-help were recruited. Primary outcome was well-being measured by Mental Health Continuum-Short Form (MHC-SF) and WHO Well-being Index (WHO-5); secondary outcomes were depressive symptoms, anxiety, vitality, and general health measured by Center for Epidemiological Studies Depression Scale (CES-D), Hospital Anxiety and Depression Scale Anxiety subscale (HADS-A), and Medical Outcomes Study-Short Form (MOS-SF) vitality and general health subscales, respectively. Online measurements were taken at baseline, 2 months, and 6 months after baseline. Results: The dropout rate was 37.8% in the Psyfit group and 22.7% in the control group. At 2-month follow-up, Psyfit tended to be more effective in enhancing well-being (nonsignificantly for MHC-SF: Cohen&#8217;s  d =0.27,  P =.06; significantly for WHO-5: Cohen&#8217;s  d =0.31,  P =.01), compared to the waiting-list control group. For the secondary outcomes, small but significant effects were found for general health (Cohen&#8217;s  d =0.14,  P =.01), vitality ( d =0.22,  P =.02), anxiety symptoms (Cohen&#8217;s  d =0.32,  P =.001), and depressive symptoms (Cohen&#8217;s  d =0.36,  P =.02). At 6-month follow-up, there were no significant effects on well-being (MHC-SF: Cohen&#8217;s  d =0.01,  P =.90; WHO-5: Cohen&#8217;s  d =0.26,  P =.11), whereas depressive symptoms (Cohen&#8217;s  d =0.35,  P =.02) and anxiety symptoms (Cohen&#8217;s  d =0.35,  P =.001) were still significantly reduced compared to the control group. There was no clear dose&#8211;response relationship between adherence and effectiveness, although some significant differences appeared across most outcomes in favor of those completing at least 1 lesson in the intervention. Conclusions: This study shows that an online well-being intervention can effectively enhance well-being (at least in the short-term and for 1 well-being measure) and can help to reduce anxiety and depression symptoms. Further research should focus on increasing adherence and motivation, reaching and serving lower-educated people, and widening the target group to include people with different levels of depressive symptoms. Trial Registration: Netherlands Trial Register (NTR) number: NTR2126; http://www.trialregister.nl/trialreg/admin/rctview.asp?TC=2126 (archived by WebCite at http://www.webcitation.org/6IIiVrLcO).  [J Med Internet Res 2013;15(9):e200]",2013,25/11/2018 17:58,25/11/2018 17:58,02/11/2018 16:33,e200,,9,15,,,An Internet-Based Intervention to Promote Mental Fitness for Mildly Depressed Adults,,,,,,,en,"Unless stated otherwise, all articles are open-access distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work (",,,,www.jmir.org,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,MFLSK6TV,journalArticle,2018,"Grubb, Michael A.; Li, Yuxuan",Assessing the role of accuracy-based feedback in value-driven attentional capture,"Attention, Perception, & Psychophysics",,"1943-3921, 1943-393X",10.3758/s13414-018-1494-y,http://link.springer.com/10.3758/s13414-018-1494-y,,21/02/2018,25/11/2018 17:58,25/11/2018 17:58,04/04/2018 15:28,822-828,,,,,,,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,NV7BLPWT,journalArticle,2017,"Klaschinski, Lukas; Schnabel, Konrad; Schröder-Abé, Michela",Benefits of power posing: effects on dominance and social sensitivity,Comprehensive Results in Social Psychology,,,10.1080/23743603.2016.1248080,http://www.tandfonline.com/doi/full/10.1080/23743603.2016.1248080,,28/06/2017,25/11/2018 17:58,25/11/2018 17:58,,55-67,,,2,,,Benefits of power posing,,,,,,,,,,,,DataCite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,PQD6UR8I,journalArticle,2014,"Vermeulen, Ivar; Batenburg, Anika; Beukeboom, Camiel J.; Smits, Tim","Breakthrough or One-Hit Wonder?: Three Attempts to Replicate Single-Exposure Musical Conditioning Effects on Choice Behavior (Gorn, 1982)",Social Psychology,,"1864-9335, 2151-2590",10.1027/1864-9335/a000182,http://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000182,,01/01/2014,25/11/2018 17:58,25/11/2018 17:58,10/04/2018 20:40,179-186,,3,45,,,Breakthrough or One-Hit Wonder?,,,,,,,en,,,,,CrossRef,,0,"<p>Not labeled as a Registered Report in the article, but this editorial appearing in the same issue states this is a Registered Report (<a href=""https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192"">https://econtent.hogrefe.com/doi/abs/10.1027/1864-9335/a000192</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,KYBJNZZ2,journalArticle,2014,"Voorspoels, Wouter; Bartlema, Annelies; Vanpaemel, Wolf",Can race really be erased? A pre-registered replication study,Frontiers in Psychology,,1664-1078,10.3389/fpsyg.2014.01035,http://journal.frontiersin.org/article/10.3389/fpsyg.2014.01035/full,"When encountering an unknown individual, social categorization of the individual has been shown to automatically proceed on the basis of three fundamental dimensions: People seem to mandatorily encode race, sex and age. In contradiction to this general finding, \citeA{Kurzbanetal2001} showed that race encoding is not automatic and inevitable, but rather a byproduct of categorization in terms of coalitions. In particular, they argue and empirically support that when other coalitional information is present, the encoding of race is spectacularly reduced. In the present contribution, we present a replication of the race-erased effect reported by Kurzban et. al. First, we give a detailed overview of the hypotheses, the experimental methodology, the derivation of the sample size required to achieve a power of 95\%, and the criteria that need to be met for a successful replication. Then we present the findings of an empirical test that met the requirements of our power analyses. Our results indicate that the encoding of race can indeed be reduced when another coalitional cue is available, yet this reduction is less marked than in the original study. This experiment was preregistered before data collection at Open Science Framework, osf.io/vnhrm/.",16/09/2014,25/11/2018 17:58,25/11/2018 17:58,22/08/2017 14:34,,,,5,,Front. Psychol.,Can race really be erased?,,,,,,,English,,,,,Frontiers,,,"<p>Not listed as an RR, but information given in overview of the special issue this is apart of (<a href=""https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition"">https://www.frontiersin.org/research-topics/1461/replication-attempts-of-important-results-in-the-study-of-cognition</a>)</p>",,,,categorization; coalitional psychology; cognitive processing; social categorization; Replication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology,yes,,9HNW6ENS,journalArticle,2017,"Burger, Axel M.; Bless, Herbert",Cognitive consequences of formal clothing: the effects of clothing versus thinking of clothing,Comprehensive Results in Social Psychology,,"2374-3603, 2374-3611",10.1080/23743603.2017.1396185,https://www.tandfonline.com/doi/full/10.1080/23743603.2017.1396185,,02/09/2017,25/11/2018 17:58,25/11/2018 17:58,03/04/2018 14:41,228-252,,02-Mar,2,,,Cognitive consequences of formal clothing,,,,,,,en,,,,,CrossRef,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
